VOC	HaploName	Date	DateNum	HaploCount	OtherCount	HaploCases	OtherCases	AntigenicDistanceABS	AntigenicDistance	ChangeACE2binding	ChangeCellEntry	ChangeImmuneEscape	InfectionProportion	DailyRelativeGrowthAdvantages	InfPropGroup
BA.4/5	577	2022-06-05	8	2	10771	114.9500779	619063.6447	0.423196558	0.266515293	0.002846932	0.086724553	-0.002218974	0.015841009	-0.916606009	GA0
WT	292	2021-01-24	52	11	25321	1251.496821	2880831.91	0.478905764	-0.264891254	-0.056299937	0.019494006	-0.020670643	0.789604179	-0.510768831	GA7
WT	73	2020-08-16	29	6	6883	1605.797886	1842117.808	0.645667715	0.389683717	-0.063046886	-0.137466047	-0.000747678	0.184942032	0.772235805	GA1
Delta	714	2021-08-01	21	7	82385	324.0950443	3814367.175	0.420115364	0.001427262	0.00668026	-0.372081518	-0.000853945	0.206847934	-0.818862715	GA2
BA.2	459	2022-02-06	8	18	18064	3340.261441	3352137.927	0.382818918	-0.261766055	0.012160712	0.081691161	-0.026491387	0.085787558	-0.506566018	GA0
XBB	5	2023-04-09	28	8	8880	558.9516978	620436.3845	0.720049303	0.294299879	0.389037934	0.107453648	0.023827967	0.477071235	1	GA4
WT	1518	2021-01-17	51	13	27576	1591.513785	3375968.011	0.40168553	-0.296693364	-0.052717025	-0.026586019	-0.018738961	0.764614501	-0.563787807	GA7
BA.2	169	2022-11-20	49	5	2263	385.141277	174314.942	1.724527656	-0.274208941	0.366999776	-0.42403691	0.118934545	0.966380552	-0.484922731	GA9
Delta	206	2021-08-15	23	5	86838	244.3064758	4243017.15	0.392540506	-0.021264567	0.007451147	-0.437118344	-0.000704015	0.283753123	0.216561039	GA2
XBB	1418	2023-09-24	52	8	11577	95.95380857	138857.1552	1.061346022	-0.294249313	0.098070162	-0.001084157	-0.008872688	0.882431131	-0.318273134	GA8
XBB	833	2023-02-26	22	16	10245	932.5230993	597106.197	0.554171134	0.354369077	0.021930611	-0.158236141	0.003996809	0.291851366	-0.30007286	GA2
WT	203	2020-12-06	45	23	14639	6390.661094	4067516.859	1.241848292	0.789811778	0.013503059	-0.180955814	0.088911948	0.576966608	1	GA5
BA.1	332	2022-03-13	16	5	24212	634.8560778	3074227.071	0.327872244	0.205630617	0.039402954	-0.030804524	0.00364862	0.96054324	0.390205375	GA9
BA.4/5	331	2022-07-03	12	16	50061	1267.993984	3967315.427	0.346849098	0.160368914	0.001482118	0.08069555	-0.004009552	0.118143158	0.537663819	GA1
Delta	108	2021-08-01	21	530	81862	24538.62478	3790152.645	0.673985375	-0.219606867	0.00668026	-0.378958124	-0.000852497	0.206847934	-0.171778926	GA2
WT	1272	2020-07-12	24	7	6211	1620.835873	1438144.515	0.228862008	0.033876855	-0.067052107	-0.005392305	-0.000548492	0.108712681	-0.286397024	GA1
BA.4/5	531	2022-08-14	18	10	44130	1291.791458	5700675.705	0.741452661	-0.656182559	0.00509266	0.08323619	-0.011776285	0.497555662	-0.797512932	GA4
WT	1099	2021-01-17	51	21	27568	2570.906884	3374988.618	0.715530652	0.019289558	-0.052717025	-0.258198075	-0.018738961	0.764614501	-0.609526338	GA7
XBB	2042	2023-03-19	25	1	9873	57.43143079	567020.5162	2.054904011	-1.88307197	0.0279127	0.003952292	-0.255384384	0.383921693	-0.130686726	GA3
Delta	118	2021-08-22	24	330	115743	12225.31003	4287860.785	0.63253738	0.443035951	0.006619369	0.298223674	-0.000545342	0.323999739	0.070778085	GA3
XBB	1072	2023-02-26	22	6	10255	349.6961622	597689.024	0.463816231	-0.275731692	0.021930611	0.031968777	0.003989774	0.291851366	-0.37339002	GA2
BA.4/5	173	2022-07-31	16	77	53693	9448.557787	6588589.782	0.436469223	0.255918354	0.003746327	-0.09443359	-0.008037611	0.371226627	-0.507084903	GA3
WT	1052	2021-01-24	52	38	25294	4323.352655	2877760.054	0.689301137	-0.001572084	-0.056299937	-0.436073734	-0.020670643	0.789604179	-0.936653104	GA7
Alpha	448	2021-03-21	19	37	45580	2003.694515	2468335.027	0.216647033	0.04405812	0.007320078	-0.313098092	-0.001408009	0.339490225	-0.257209932	GA3
WT	1276	2020-12-13	46	3	21381	557.0317205	3969965.072	0.531072952	-0.021574069	-0.047297045	0.181895175	-0.008143497	0.611393811	0.035259918	GA6
WT	178	2021-07-04	75	8	5096	541.3196703	344820.63	2.565880075	-0.838152941	0.853498515	0.738906922	-0.000954287	0.980481174	-0.386428324	GA9
Alpha	32	2021-02-28	16	11	28286	607.4010591	1561904.214	0.451429298	0.292726842	0.039070569	-0.024979628	0.333411316	0.23699623	-0.051486958	GA2
Delta	229	2021-11-14	36	6	106338	197.652557	3502996.268	0.54352417	0.206108836	0.006653502	0.132030034	-0.001450784	0.713780976	0.430063846	GA7
BQ.1	558	2022-11-27	12	3	13508	249.6683021	1124173.141	0.487214295	0.335646394	0.005043298	-0.634741959	0.056668722	0.246422095	1	GA2
WT	7	2020-03-29	9	3	11179	88.19601537	328647.7519	0.197677844	0.138296691	0.002604185	-0.009391931	-0.000111335	0.00560065	1	G0
WT	18	2021-02-28	57	584	18625	32247.47441	1028440.43	1.25153224	0.138161022	-0.321973661	0.275881372	-0.044879991	0.854434157	0.163681115	GA8
XBB	99	2023-09-17	51	8	11076	120.4287582	166733.6157	1.384311574	-0.067184379	-0.255237393	0.163455692	-0.025299334	0.875194909	-0.779534773	GA8
XBB	320	2023-04-09	28	3	8885	209.6068867	620785.7293	0.497542088	0.062439829	0.048737624	0.120859331	0.003783922	0.477071235	0.764580435	GA4
Delta	370	2021-06-20	15	6	12684	541.3632427	1144441.895	0.588657556	0.370238582	0.006022065	0.326717001	-0.001822137	0.052798323	1	GA0
Delta	401	2021-10-10	31	36	76681	1395.734709	2972953.701	0.574644905	0.26802167	0.008761031	0.132730884	-0.001080445	0.565892129	0.809172211	GA5
XBB	24	2023-04-23	30	23	8884	1589.89412	614113.8851	1.560957485	0.147619999	-0.221514937	-0.147372201	0.001173062	0.541236934	1	GA5
BA.4/5	338	2023-01-08	39	13	7747	1165.572672	694591.6529	0.586121198	0.141661258	0.009576031	0.188294163	0.040753273	0.979997388	-0.564874286	GA9
WT	70	2021-02-21	56	35	19254	2093.914921	1151892.511	1.14300986	0.133588378	0.135044131	0.005792981	-0.029727851	0.845237251	0.293163737	GA8
WT	368	2021-06-27	74	16	5011	1172.998012	367368.3147	3.185886691	-1.087935799	-0.609607115	0.49118758	-0.265358109	0.977486644	-0.998842391	GA9
Delta	645	2021-10-31	34	12	90378	411.4933448	3099162.127	0.532961926	0.212618422	0.006802633	-0.02531082	-0.001490689	0.650504522	-0.274113979	GA6
Delta	21	2021-08-22	24	341	115732	12632.82037	4287453.275	0.49619029	0.121328669	0.006619369	0.168847387	-0.000545332	0.323999739	0.00605755	GA3
XBB	436	2023-09-10	50	2	11300	41.3875399	233839.6004	1.560432306	0.122794381	-0.285546617	-0.20190594	-0.000667845	0.866505698	-0.133988012	GA8
BQ.1	166	2023-01-29	21	3	7560	209.9521642	529079.4539	0.552500318	0.264127353	0.008648684	-0.142355857	0.030021448	0.914554463	0.987250288	GA9
BA.4/5	367	2022-10-02	25	5	30398	441.9728603	2687018.202	0.456800234	-0.378250708	0.008643226	0.33473423	-0.036106539	0.762127686	-0.502401991	GA7
BA.4/5	767	2022-08-21	19	28	44275	3155.932012	4990317.494	0.425184421	0.213334571	0.004972801	0.015278462	-0.013064184	0.55038513	-0.328119908	GA5
BA.4/5	331	2022-10-02	25	39	30364	3447.388311	2684012.786	0.399685354	0.045132647	0.008643226	0.093426103	-0.036106539	0.762127686	-0.34137447	GA7
XBB	1281	2023-02-05	19	3	7606	189.3587472	480087.5436	0.402717077	0.206558228	0.046448942	0.023305696	0.006247618	0.204069964	-0.255525208	GA2
BA.4/5	304	2022-09-11	22	15	35306	1397.904944	3290295.464	0.379741055	0.110172218	0.005545143	-0.166102766	-0.022170941	0.673045371	-0.165429916	GA6
WT	186	2020-12-13	46	92	21292	17082.30609	3953439.797	0.351030796	-0.200201235	-0.047297045	0.233844371	-0.008143497	0.611393811	-0.289332001	GA6
BQ.1	619	2022-12-18	15	20	20580	1855.143171	1908942.323	0.851316979	0.172468085	0.005549029	-0.178436295	-0.102353581	0.516340962	-0.464847721	GA5
BA.2	754	2022-05-01	20	4	50244	305.4150546	3836318.501	0.697682689	0.581846311	0.096958581	0.074025306	0.046082735	0.752094294	0.659729816	GA7
WT	1053	2021-03-07	58	9	17903	503.9654646	1002499.301	1.710080733	0.037912108	0.193837468	-0.131493943	-0.063380106	0.863130897	-0.525766385	GA8
BA.4/5	16	2022-06-26	11	18	37830	1350.502608	2838306.315	0.605050387	-0.194806784	0.002620746	0.024711376	-0.003114282	0.076156722	-0.760711458	GA0
Delta	739	2021-11-28	38	14	94111	601.0064624	4040094.228	0.743061809	-0.475741917	0.005705498	-0.388604468	-0.001163815	0.787068056	-0.989107596	GA7
XBB	841	2023-04-30	31	5	9030	331.866181	599350.3229	0.669531516	0.138143779	0.046903154	0.039260305	7.64E-05	0.572466413	0.373010646	GA5
XBB	776	2023-08-27	48	1	10179	31.7566233	323250.6686	1.865361218	0.079515206	-0.281389665	-0.176801165	-0.015422054	0.838245126	-0.233083149	GA8
XBB	97	2023-10-15	55	26	8676	427.7402504	142733.6313	1.332438324	0.356973893	-0.424806887	-0.011484816	0.008588873	0.905506399	0.218619596	GA9
BA.2	712	2022-07-17	31	8	7924	725.3711113	718480.0858	0.693689444	-0.134889836	-0.096780131	-0.113446945	-0.031061098	0.944864415	-0.660813839	GA9
Alpha	464	2021-01-03	8	1	5779	168.3341517	972803.0626	0.222794581	0.127339539	0.005858131	-0.12194757	-0.000449087	0.055832964	0.151992441	GA0
XBB	203	2023-03-19	25	21	9853	1206.060047	565871.8876	1.474167336	0.216851701	-0.723660955	-0.435724876	-0.013000436	0.383921693	-0.183341324	GA3
BA.2	1949	2022-06-05	25	42	38614	2413.951637	2219341.155	0.644586397	-0.50215487	-0.06799255	-0.008999988	-0.027033436	0.876799702	-0.760599081	GA8
WT	16	2021-05-23	69	24	7578	2214.14085	699114.9734	2.159212195	1.017745391	0.068749588	-0.277959153	0.101020319	0.956925642	1	GA9
XBB	24	2023-07-16	42	86	4698	3609.708935	197190.8439	1.511486315	-0.060140188	-0.237177473	-0.172313045	-0.004911317	0.735473767	-0.147619981	GA7
BA.4/5	7	2022-09-04	21	712	38471	68948.61201	3725452.321	0.438673125	0.203260773	0.004940153	-0.201770547	-0.018217507	0.638220231	-0.617773551	GA6
WT	1544	2020-12-06	45	2	14660	555.7096604	4073351.81	0.391300947	-0.090719752	-0.056604829	0.084117992	-0.005873199	0.576966608	0.033495871	GA5
Alpha	44	2021-05-16	27	150	37600	14629.64317	3667163.887	0.469639719	0.238369534	0.008712848	0.118253931	-0.002682275	0.817988595	0.40025786	GA8
Alpha	202	2021-06-13	31	6	15212	483.1269701	1224887.911	0.335385218	0.049768989	0.338752078	-0.002062602	-0.004091828	0.946318771	-0.626280706	GA9
Delta	262	2021-07-11	18	92	40018	5870.068034	2553351.984	0.403162777	0.205588047	0.005887809	0.326073756	-0.001141431	0.111599891	-0.409046395	GA1
WT	891	2020-11-15	42	3	18407	631.5388375	3874911.794	0.460965004	-0.033375011	-0.10041988	0.085622683	0.001418647	0.473410341	1	GA4
WT	534	2020-08-23	30	2	6370	583.6416288	1858898.588	0.310767114	0.018487843	-0.062258318	-0.030320517	-0.001045263	0.201065043	0.504853718	GA2
XBB	1132	2023-09-24	52	1	11584	11.99422607	138941.1148	2.033060791	0.037131543	-0.2519029	-0.223333388	-0.02890244	0.882431131	-0.363454719	GA8
Delta	808	2021-08-08	22	30	89333	1333.95883	3972218.14	0.629420364	-0.285983498	0.003606302	-0.164253836	-0.000675562	0.244038357	0.033560091	GA2
BA.4/5	284	2022-10-09	26	1	28661	89.00945656	2551100.034	1.180536236	0.24229843	-0.200386222	0.163827749	0.123661599	0.78911851	1	GA7
Alpha	288	2021-04-18	23	25	50937	1944.891047	3962676.611	0.372687363	0.15640179	0.011519564	-0.040668519	-0.001578406	0.553729668	-0.358494254	GA5
WT	1070	2020-11-01	40	4	12781	1085.488471	3468407.037	0.629766314	0.325686553	-0.064585843	-0.131246238	-0.002633963	0.407189635	-0.007883769	GA4
BA.4/5	97	2022-06-26	11	33	37815	2475.921449	2837180.896	0.432810265	-0.320249062	0.002620746	0.065429356	-0.003114282	0.076156722	0.753735693	GA0
Delta	306	2021-09-05	26	7	94324	313.9209398	4230039.818	0.827585873	-0.16372709	0.007254455	-0.061505886	-0.000824443	0.405069965	-0.328410775	GA4
Delta	746	2021-06-27	16	4	22211	293.2495029	1628341.177	0.451490518	-0.035881258	0.006328157	-0.469912292	-0.00165387	0.068041512	0.933856693	GA0
BA.4/5	893	2022-09-25	24	4	34505	328.1846628	2831002.947	0.292622263	-0.040778366	0.007492248	-0.309872336	-0.030891132	0.733695154	-0.426533127	GA7
BQ.1	656	2022-12-18	15	3	20597	278.2714757	1910519.195	0.587478958	-0.096601289	0.005549029	0.098155048	-0.102355716	0.516340962	1	GA5
Delta	270	2021-07-04	17	13	30944	879.6444642	2093824.485	0.475175329	0.248856926	0.005572245	0.196092467	-0.00113186	0.087646876	1	GA0
Alpha	107	2021-05-16	27	24	37726	2340.742907	3679452.788	0.275268613	0.035824188	-0.061331623	0.099288286	-0.002399965	0.817988595	1	GA8
WT	504	2021-01-10	50	64	27918	8291.102159	3616734.22	0.587319599	-0.047638131	-0.050310914	0.247430212	-0.015553387	0.735328698	-0.272705309	GA7
Delta	527	2021-07-25	20	16	63728	863.8235835	3440609.333	0.569385073	0.338322481	0.006027077	0.243894342	-0.000955816	0.171144366	-0.102191546	GA1
WT	192	2021-01-10	50	8	27974	1036.38777	3623988.934	1.109500841	0.469520607	-0.190350934	-0.295727919	0.018159239	0.735328698	1	GA7
WT	341	2021-02-14	55	40	20776	2749.899179	1428297.634	0.859146703	-0.012466855	-0.066290354	0.277244552	-0.034740865	0.835231382	-0.3443339	GA8
BA.4/5	566	2022-09-04	21	2	39181	193.6758764	3794207.257	0.481557796	0.25274769	0.004940153	-0.227894404	-0.018217507	0.638220231	0.499651369	GA6
XBB	1285	2023-10-29	57	2	8731	30.93882857	135063.4561	1.272001195	-0.063593353	-0.650473769	0.164287328	-0.000466736	0.919573091	0.286848799	GA9
BA.4/5	850	2022-07-24	15	1	62053	103.5688708	6426759.138	0.32606213	0.150345577	0.003095369	-0.032565952	-0.006769835	0.301421338	0.111313976	GA3
BA.4/5	531	2022-07-31	16	7	53763	858.9597988	6597179.38	0.739355835	-0.624522003	0.003746327	0.074707788	-0.008037611	0.371226627	-0.212927464	GA3
BA.4/5	832	2022-06-19	10	7	27849	461.6948015	1836819.79	0.856383991	-0.479000307	0.001139072	0.035370445	-0.002801605	0.046113995	-0.777314168	GA0
BA.2	1898	2022-06-12	26	22	35553	1233.295133	1993060.994	1.276490134	-1.218182824	-0.075548559	-0.015051834	-0.058406025	0.894051131	0.075835186	GA8
BA.4/5	286	2022-08-28	20	9	43977	922.3488202	4506903.785	0.660071529	0.481658719	0.004681262	0.450967915	0.133146399	0.598076594	1	GA5
WT	372	2021-07-18	77	11	5242	704.4202402	335688.2635	4.014603665	0.844746878	0.154174437	1.755829678	0.008878771	0.985886937	-0.668432747	GA9
WT	876	2021-05-02	66	3	12297	268.3606936	1100010.483	2.871139263	-0.246833737	-0.123910318	0.207431167	-0.108250642	0.935318635	-0.680932236	GA9
XBB	39	2022-11-27	9	3	1378	249.6683021	114680.9734	1.163975907	-0.26480288	0.707798697	0.34774155	-0.006378923	0.027677692	0.765910313	GA0
Alpha	26	2021-03-28	20	4	49841	225.634395	2811460.971	0.387877475	-0.383804056	0.008578393	0.066125965	-0.001406424	0.384909028	1	GA3
WT	75	2021-01-31	53	238	21930	21344.09292	1966705.705	0.898187977	0.146740047	0.137602208	-0.279167362	-0.013544824	0.806841961	-0.020438525	GA8
Alpha	183	2021-03-28	20	19	49826	1071.763376	2810614.842	0.451646235	0.264458736	0.008578393	0.006313533	-0.001406421	0.384909028	1	GA3
Alpha	153	2021-02-28	16	27	28270	1490.893509	1561020.722	0.150385513	-0.00868506	0.009058911	-0.285570645	-0.000672733	0.23699623	0.452200637	GA2
Alpha	210	2021-03-21	19	88	45529	4765.543712	2465573.178	0.275174852	0.1032943	0.007320078	-0.061696852	-0.001407994	0.339490225	-0.256283574	GA3
WT	308	2021-01-03	49	11	20662	1851.675669	3478120.242	0.522742773	-0.075982911	-0.04998307	-0.049126389	-0.011349851	0.703897193	-0.55461269	GA7
Alpha	86	2021-04-25	24	47	48526	4157.748337	4292742.464	0.241138891	0.021742538	0.012522595	-0.005047902	-0.001629757	0.623139987	0.660986151	GA6
Alpha	49	2021-04-11	22	287	46863	20833.50524	3401813.784	0.723619974	0.537911512	0.009131283	-0.113279385	-0.00127624	0.48968684	-0.090100291	GA4
Alpha	357	2021-01-24	11	1	12199	113.7724383	1387909.975	0.463649614	0.333034574	0.006594262	0.166091014	-0.000481922	0.116574844	1	GA1
XBB	90	2023-08-13	46	25	7503	1209.686071	363050.9836	1.251042928	-0.309121532	0.348696378	0.063771705	0.010287595	0.808094286	-0.298877298	GA8
BA.4/5	581	2022-08-07	17	36	49844	4502.691732	6234226.852	0.384691088	0.188915136	0.00283741	0.118333213	-0.009982559	0.437230536	0.430284798	GA4
Delta	226	2021-11-14	36	24	106320	790.6102281	3502403.31	0.578438936	0.021369888	0.006653502	-0.023154697	-0.001450774	0.713780976	0.422896736	GA7
WT	231	2020-08-09	28	5	6438	1437.87277	1851404.978	0.383068569	0.09542994	-0.101991308	-0.066258761	-0.000743666	0.168955659	-0.339222396	GA1
Delta	788	2021-10-03	30	35	72154	1538.666869	3172027.693	0.586573045	0.085350913	0.01634418	-0.084239939	-0.001177117	0.538053734	0.27147422	GA5
Alpha	231	2021-05-09	26	3	43913	276.4028247	4045892.413	0.255636264	0.025751209	0.009462383	0.187668223	-0.002300949	0.758514451	-0.436274182	GA7
WT	1291	2021-02-07	54	5	20948	439.8251822	1842691.583	0.66943797	-0.203109029	-0.064846084	-0.008856783	-0.029109012	0.822823199	0.53765133	GA8
Delta	886	2021-10-31	34	9	90381	308.6200086	3099265	0.834153271	-0.26053659	0.006802633	-0.221313332	-0.001490694	0.650504522	-0.610065236	GA6
BA.2	96	2022-11-06	47	6	1688	438.0966373	123251.1873	1.637992175	0.202898096	0.384085901	-0.573879487	0.153838702	0.963698463	-0.348684703	GA9
WT	303	2021-01-10	50	12	27970	1554.581655	3623470.741	0.62323387	0.033761881	-0.050310914	-0.022563462	-0.015553387	0.735328698	-0.471093517	GA7
BA.2	1891	2022-04-17	18	5	56415	488.1173604	5507428.177	0.376794811	0.200649515	-0.011239631	0.04329451	-0.003797692	0.679511404	0.212821967	GA6
WT	173	2021-02-07	54	1	20952	87.96503644	1843043.443	0.933167619	0.082436995	0.135162927	-0.026833062	-0.019023738	0.822823199	1	GA8
WT	736	2020-04-12	11	1	8510	58.4375293	497303.3744	0.298615779	0.212235946	0.002054988	-0.088860543	-0.000128911	0.013775544	1	GA0
Delta	203	2021-05-23	11	4	5568	369.023475	513680.6772	0.912393059	-0.256699911	0.006412419	-0.109505409	-0.000601593	0.015408415	0.443555421	GA0
BA.2	79	2021-12-26	2	1	459	105.3222356	48342.90614	1.52108313	0.344428241	0.164586957	1.711479239	-0.0318323	0.000539977	1	G0
Alpha	82	2021-06-13	31	27	15191	2174.071365	1223196.967	0.410836518	0.125972768	0.018625969	-0.206288901	-0.004091809	0.946318771	0.328688894	GA9
Delta	632	2021-11-28	38	2	94123	85.85806606	4040609.376	0.691460535	0.180213135	0.005705498	-0.130365006	-0.001163857	0.787068056	0.092992683	GA7
BQ.1	259	2022-11-13	10	5	9761	351.5686185	686332.2571	0.549593721	-0.163439783	0.006573828	0.081412583	-0.00909077	0.1397126	0.36318695	GA1
Delta	274	2021-10-31	34	5	90385	171.4555603	3099402.164	0.649222967	0.115835489	0.006802633	-0.374217031	-0.0014907	0.650504522	1	GA6
BA.2	28	2022-01-23	6	36	10205	6771.328638	1919483.576	0.371234507	0.230647276	0.05450249	0.330588178	-0.001505504	0.035146518	-0.319524403	GA0
Delta	5	2021-05-09	9	57	3129	5251.653668	288288.1461	0.568673563	-0.240940186	0.009657878	0.266642112	-0.001601687	0.007572932	0.123727785	G0
WT	1530	2020-12-13	46	11	21373	2042.449642	3968479.654	0.815345103	0.276560583	-0.047297045	0.557926317	-0.008143497	0.611393811	0.580868125	GA6
BA.4/5	207	2022-09-11	22	26	35295	2423.035236	3289270.334	0.527977342	0.258964482	0.045574575	0.184477171	0.181872295	0.673045371	0.418368183	GA6
Delta	234	2021-11-28	38	14	94111	601.0064624	4040094.228	0.661281795	0.293391719	0.005705498	0.349680147	-0.001163815	0.787068056	0.395046557	GA7
BQ.1	29	2022-12-25	16	32	19757	3079.80492	1901490.806	0.569467598	0.370898943	0.006118551	0.16114958	0.042850255	0.617224348	1	GA6
WT	1555	2021-02-07	54	2	20951	175.9300729	1842955.478	0.569052293	-0.315022583	-0.064846084	0.434303509	-0.029109012	0.822823199	-0.418531823	GA8
BA.1	502	2022-02-20	13	16	69760	1928.552923	8408490.746	0.475809086	0.365058389	0.052803349	0.054002499	0.005653658	0.865301287	0.534471433	GA8
BA.4/5	535	2022-08-28	20	25	43961	2562.080056	4505264.054	0.456139616	0.226779872	0.004681262	0.191257949	-0.015097005	0.598076594	-0.438094123	GA5
Delta	706	2021-08-01	21	6	82386	277.7957523	3814413.474	0.857623212	0.44281419	0.00668026	0.046451981	-0.000853948	0.206847934	1	GA2
Delta	707	2021-11-07	35	90	96648	3030.588806	3254448.299	0.788370704	0.256797521	0.0069068	-0.312112027	-0.001332335	0.680992865	0.089221521	GA6
BA.1	528	2022-01-02	6	6	53528	880.9599809	7859337.643	0.54780738	0.473547716	0.091945208	-0.005243882	0.010836421	0.090019569	0.233436132	GA0
XBB	396	2023-02-12	20	6	9175	346.9675396	530571.196	0.448608149	0.26250338	0.03045311	-0.299402501	0.004587681	0.231718438	0.234858574	GA2
BA.2	506	2022-06-05	25	2	38654	114.9500779	2221640.156	0.750173443	0.118564663	-0.06799255	0.266824242	-0.02616385	0.876799702	1	GA8
BA.1	701	2022-02-20	13	25	69751	3013.363943	8407405.935	0.390677007	-0.09661958	-0.107207063	-0.591323711	-0.01091912	0.865301287	-0.70308765	GA8
Delta	532	2021-07-04	17	9	30948	608.9846291	2094095.144	0.485992518	0.260538479	0.005572245	-0.238246783	-0.001131902	0.087646876	0.129922592	GA0
BA.1	177	2022-01-02	6	6	53528	880.9599809	7859337.643	0.54359714	-0.245656875	-0.068064781	0.023759725	-0.005736474	0.090019569	-0.399028901	GA0
BA.4/5	277	2022-07-03	12	1	50076	79.24962401	3968504.172	0.370278595	0.183660852	0.001482118	0.183122119	-0.004009552	0.118143158	1	GA1
BA.1	316	2022-02-06	11	6	87534	1113.42048	16243691.39	0.395563267	0.2901724	0.194615562	-0.169087616	0.010766557	0.715858179	-0.525732789	GA7
WT	370	2020-09-27	35	1	9722	216.8814685	2108521.637	0.407189073	0.041873512	-0.037705441	-0.024492713	-0.000851133	0.287762101	1	GA2
XBB	26	2022-11-06	6	1	716	73.01610621	52279.53205	0.594457501	-0.274818372	-0.013437196	0.072483425	0.003097949	0.013757073	-0.596392376	GA0
Delta	112	2021-06-13	14	33	12824	2657.198335	1032603.377	0.680338639	0.275761181	0.013174146	-0.036441389	-0.001383797	0.042081863	-0.467980559	GA0
Alpha	296	2021-02-14	14	2	19622	137.494959	1348963.042	0.286554137	0.164179343	0.006908887	-0.09192793	-0.000416823	0.188130339	1	GA1
BA.4/5	284	2023-01-08	39	9	7751	806.9349265	694950.2906	1.171240039	0.026455854	-0.200667432	0.085415218	0.059462923	0.979997388	-0.591130068	GA9
Alpha	414	2021-01-31	12	1	19156	89.68106269	1717930.437	0.260934234	0.125313884	0.006579318	0.249946885	-0.000620422	0.144327018	1	GA1
XBB	1055	2023-08-27	48	5	10175	158.7831165	323123.6421	1.430368058	0.224100966	0.398784794	0.117492203	0.018463051	0.838245126	-0.408224237	GA8
Delta	396	2021-10-10	31	10	76707	387.7040858	2973961.731	0.499710731	-0.002968286	0.008761031	-0.270123169	-0.001080498	0.565892129	0.86688746	GA5
WT	1085	2021-01-10	50	18	27964	2331.872482	3622693.45	0.992485093	0.358580101	-0.050310914	-0.378418609	-0.015553387	0.735328698	-0.772101003	GA7
WT	1248	2020-12-06	45	3	14659	833.5644906	4073073.956	0.507196427	0.025587288	-0.056604829	0.638532855	-0.005873199	0.576966608	0.619120729	GA5
WT	1185	2021-02-21	56	13	19276	777.7398277	1153208.686	0.754351583	-0.287958176	-0.065303541	0.129499999	-0.039830201	0.845237251	-0.670266416	GA8
BA.4/5	99	2022-11-13	31	83	20023	5836.039068	1407891.69	0.659689826	0.093024459	0.012680792	-0.02793542	0.058237	0.885816935	-0.428444576	GA8
Delta	118	2021-10-03	30	279	71910	12265.37304	3161300.986	0.707648071	0.413440527	0.01634418	0.314757828	-0.001176548	0.538053734	0.401462622	GA5
XBB	1369	2023-01-01	14	2	2993	197.489172	295542.5459	0.631842288	0.109332987	0.332641068	-0.006320745	0.010852922	0.090319274	-0.346116149	GA0
BA.4/5	470	2022-10-09	26	11	28651	979.1040221	2550209.94	0.498966417	0.113608373	-0.070409592	0.10310962	0.053969828	0.78911851	0.213834904	GA7
